fold num,imgid,label,feature1,feature2,feature3
2,image (204).JPG,0,43472,8651.5,1588.361602306366
3,image (760).JPG,0,20148,738.5,514.9015827178955
4,image (782).JPG,0,23973,1723.5,850.6904675960541
5,image (149).JPG,0,142.5,6.0,1428.5798577070236
6,image (836).JPG,0,129.0,0.0,991.7442903518677
7,image (87).JPG,0,38701,2169.0,1385.1900293827057
8,image (41).JPG,0,17366.5,6773.5,785.5950146913528
9,image (939).JPG,0,141.5,10.5,1026.9574934244156
0,image (968).JPG,0,37980,918.0,1087.2173789739609
1,image (795).JPG,0,44856,5033.5,817.6610300540924
2,image (320).JPG,0,20871.0,2469.0,727.8965303897858
3,image (588).JPG,0,45746,7705.5,1846.6530133485794
4,image (170).JPG,0,95.0,6.0,771.3523740768433
5,image (715).JPG,0,6960,672.0,375.4041088819504
6,image (335).JPG,0,26100,5072.0,696.2224313020706
7,image (398).JPG,0,151.0,25.0,998.2295715808868
8,image (26).JPG,0,45108,3918.0,1268.663118004799
9,image (53).JPG,0,14918.5,4405.0,817.8792854547501
0,image (273).JPG,0,21526.0,8751.5,908.6072072982788
1,image (384).JPG,0,42579,2975.0,1394.361602306366
2,image (900).JPG,0,7920,102.0,356.43354642391205
3,image (631).JPG,0,40748,1496.0,1440.5037376880646
4,image (780).JPG,0,14194,5029.5,410.41630148887634
5,image (786).JPG,0,32574,1925.0,690.1219260692596
6,image (91).JPG,0,35442,5646.0,1239.1240140199661
7,image (481).JPG,0,41400,413.5,1326.6214878559113
8,image (104).JPG,0,44544,610.5,1571.5403155088425
9,image (674).JPG,0,45568,10363.0,1462.2194669246674
0,image (754).JPG,0,15876,80.5,471.0437180995941
1,image (334).JPG,0,197.0,61.0,1422.3027272224426
2,image (830).JPG,0,38872,735.0,1372.3960921764374
3,image (227).JPG,0,23309.0,9569.0,1121.3077795505524
4,image (218).JPG,0,45000,672.0,1376.9057586193085
5,image (356).JPG,0,37878,2253.5,1087.1412589550018
6,image (536).JPG,0,16351.0,420.5,657.6122596263885
7,image (875).JPG,0,199.0,163.0,1358.361602306366
8,image (207).JPG,0,44115,2793.0,1414.8641284704208
9,image (434).JPG,0,41949,3121.5,1282.8885136842728
0,image (172).JPG,0,43152,10096.0,1306.9890189170837
1,image (967).JPG,0,105.5,92.0,834.2224313020706
2,image (271).JPG,0,16994.5,2076.0,719.8549002408981
3,image (659).JPG,0,21259.5,2385.0,712.9087229967117
4,image (929).JPG,0,44958,3304.5,1405.1900293827057
5,image (814).JPG,0,107.5,4.5,628.6244522333145
6,image (169).JPG,0,43432,3868.0,1077.9453008174896
7,image (73).JPG,0,209.0,8.0,1619.2144145965576
8,image (595).JPG,0,130.5,0.5,980.0458060503006
9,image (470).JPG,0,38038,5460.5,1234.9057586193085
0,image (850).JPG,0,42768,318.0,1036.7737278938293
1,image (166).JPG,0,39738,2440.5,1336.1534515619278
2,image (4).JPG,0,40940,3772.5,1567.5575604438782
3,image (894).JPG,0,39388,760.0,1016.1879414319992
4,image (454).JPG,0,43648,810.0,1825.6479610204697
5,image (492).JPG,0,43596,8036.5,1798.81953394413
6,image (239).JPG,0,41934,1440.0,1471.8763210773468
7,image (707).JPG,0,139.5,123.5,593.192993760109
8,image (294).JPG,0,43318,13771.0,1081.3595143556595
9,image (537).JPG,0,17243.0,324.0,709.5533845424652
0,image (349).JPG,0,31454.5,608.0,717.6538897752762
1,image (934).JPG,0,41064,1853.0,1458.9057586193085
2,image (35).JPG,0,41040,791.0,1350.1950817108154
3,image (65).JPG,0,14324.5,6222.0,732.9675980806351
4,image (883).JPG,0,37018,2121.0,1386.236711859703
5,image (773).JPG,0,17538,1635.0,512.8599525690079
6,image (689).JPG,0,84.5,55.0,331.48736917972565
7,image (849).JPG,0,43380,1621.5,1036.4305820465088
8,image (478).JPG,0,40906,249.0,1425.4915450811386
9,image (96).JPG,0,1011.0,142.5,1320.9057586193085
0,image (947).JPG,0,41377,1365.0,978.1635562181473
1,image (445).JPG,0,41888,6286.0,1353.1900293827057
2,image (602).JPG,0,31024.5,162.0,716.1391710042953
3,image (124).JPG,0,37980,6297.0,1251.9351961612701
4,image (402).JPG,0,1476.0,1454.5,884.9747383594513
5,image (853).JPG,0,23790,972.0,709.1097334623337
6,image (256).JPG,0,44604,815.0,1618.0672268867493
7,image (563).JPG,0,158.0,15.5,1219.0823838710785
8,image (639).JPG,0,42480,6927.5,1425.8346909284592
9,image (506).JPG,0,143.0,6.0,1164.9402484893799
0,image (624).JPG,0,77.0,0.0,522.4995617866516
1,image (361).JPG,0,24780,2821.5,718.3645666837692
2,image (43).JPG,0,39200,7719.5,1349.3666546344757
3,image (941).JPG,0,44144,2926.5,888.5483322143555
4,image (160).JPG,0,37736,5266.0,989.2173789739609
5,image (176).JPG,0,116.0,55.0,910.3473217487335
6,image (590).JPG,0,41984,5983.5,1393.1067690849304
7,image (152).JPG,0,222.5,108.0,1114.2123266458511
8,image (874).JPG,0,42869,785.5,1405.0062638521194
9,image (479).JPG,0,43497,507.0,1544.4448626041412
0,image (200).JPG,0,44278,287.5,1667.8763210773468
1,image (50).JPG,0,44540,4344.5,1475.7758158445358
2,image (705).JPG,0,42.5,0.5,387.26197350025177
3,image (751).JPG,0,29425,6656.5,804.4234417676926
4,image (373).JPG,0,93.5,1.0,638.6833273172379
5,image (52).JPG,0,41553,2451.5,1560.8885136842728
6,image (526).JPG,0,42657,5258.5,1311.650925397873
7,image (917).JPG,0,21373.0,5936.0,971.2590091228485
8,image (228).JPG,0,40248,10505.0,1369.8935660123825
9,image (885).JPG,0,42300,3476.5,1074.413337111473
0,image (449).JPG,0,39117,4246.0,973.1168737411499
1,image (351).JPG,0,41536,15596.0,1761.7413259744644
2,image (22).JPG,0,15606.0,1089.0,705.3523740768433
3,image (193).JPG,0,44176,358.5,880.0630509853363
4,image (469).JPG,0,33022,5067.5,1215.224519252777
5,image (235).JPG,0,11050,203.5,353.0020879507065
6,image (574).JPG,0,15864.5,620.5,994.4722121953964
7,image (986).JPG,0,39559,2560.5,1460.385987520218
8,image (397).JPG,0,92.0,20.5,759.4945094585419
9,image (296).JPG,0,6336,1041.0,378.14927566051483
0,image (240).JPG,0,40275,802.0,888.2051863670349
1,image (974).JPG,0,43254,2188.5,1387.148399233818
2,image (187).JPG,0,199.0,124.5,1727.6164355278015
3,image (890).JPG,0,37408,682.0,1405.4082847833633
4,image (363).JPG,0,45240,15728.5,999.6610300540924
5,image (575).JPG,0,41772,1479.5,1170.312831878662
6,image (338).JPG,0,64.0,26.0,585.6711347103119
7,image (1).JPG,0,44707,562.5,1020.714852809906
8,image (869).JPG,0,25437,492.5,699.7371500730515
9,image (309).JPG,0,40581,3860.0,1523.449914932251
0,image (585).JPG,0,39100,22375.5,1498.770763516426
1,image (387).JPG,0,484.5,5.0,1309.0651389360428
2,image (698).JPG,0,31842,3108.0,788.6660823822021
3,image (46).JPG,0,19103.0,2600.0,661.5533845424652
4,image (993).JPG,0,1693.5,195.5,758.4234417676926
5,image (463).JPG,0,16848,126.5,647.9137753248215
6,image (466).JPG,0,37714,1202.0,1317.7098004817963
7,image (475).JPG,0,28644,571.5,609.2863587141037
8,image (459).JPG,0,40001,3036.5,892.5727174282074
9,image (641).JPG,0,38701,4091.0,1434.6042429208755
0,image (435).JPG,0,183.5,0.0,1340.3199721574783
1,image (573).JPG,0,13640,1001.5,630.6072072982788
2,image (448).JPG,0,34680,8695.0,1101.224519252777
3,image (272).JPG,0,37062,1872.5,1457.3149198293686
4,image (422).JPG,0,42423,8160.5,1480.8885136842728
5,image (897).JPG,0,36673,258.0,1334.4793524742126
6,image (385).JPG,0,42660,8267.0,1397.0062638521194
7,image (555).JPG,0,35422,7145.5,1073.650925397873
8,image (298).JPG,0,36516,4172.5,896.5310872793198
9,image (802).JPG,0,38194,65.0,696.8010774850845
0,image (325).JPG,0,34726,1568.5,779.8792854547501
1,image (862).JPG,0,32274,4360.0,1264.0529463291168
2,image (362).JPG,0,17753.5,7192.5,706.080295920372
3,image (811).JPG,0,96.5,0.0,783.0508583784103
4,image (313).JPG,0,128.0,4.0,931.6610300540924
5,image (630).JPG,0,37026,6457.0,945.4356343746185
6,image (848).JPG,0,39345,461.0,721.4528793096542
7,image (696).JPG,0,19764,1255.5,593.9970356225967
8,image (791).JPG,0,19647,465.0,519.4873691797256
9,image (725).JPG,0,47.0,0.0,378.67618703842163
0,image (538).JPG,0,131.0,3.0,1014.6315925121307
1,image (923).JPG,0,38982,7955.0,1424.9890189170837
2,image (295).JPG,0,38586,1021.0,722.1391710042953
3,image (525).JPG,0,55.5,0.5,1092.6244522333145
4,image (177).JPG,0,38976,1741.0,673.3523740768433
5,image (16).JPG,0,21478.5,2158.5,729.6538897752762
6,image (855).JPG,0,20075.5,1832.5,689.6538897752762
7,image (269).JPG,0,39375,11780.5,1321.325024485588
8,image (57).JPG,0,39559,2489.0,1430.8296386003494
9,image (684).JPG,0,121.0,0.5,703.1513636112213
0,image (279).JPG,0,41811,1654.5,1336.060086607933
1,image (907).JPG,0,107.0,0.0,918.3473217487335
2,image (8).JPG,0,29925,3305.5,619.2274836301804
3,image (509).JPG,0,23993.0,2133.0,698.6660823822021
4,image (381).JPG,0,25920,1700.0,699.7960251569748
5,image (83).JPG,0,37408,6285.0,1402.4448626041412
6,image (490).JPG,0,94.5,0.0,810.4234417676926
7,image (927).JPG,0,18632.5,922.0,694.4823168516159
8,image (226).JPG,0,22195.5,3968.5,682.3645666837692
9,image (377).JPG,0,42525,1122.5,1366.1778367757797
0,image (503).JPG,0,46980,847.0,1562.9301438331604
1,image (324).JPG,0,40991,1127.5,1024.815358042717
2,image (741).JPG,0,49051,1081.0,983.9869309663773
3,image (79).JPG,0,39780,2564.0,1656.7118884325027
4,image (421).JPG,0,39407,8149.5,1344.9890189170837
5,image (769).JPG,0,35777,1365.0,705.168608546257
6,image (651).JPG,0,43020,2036.0,1854.1332422494888
7,image (566).JPG,0,14866.0,2342.5,845.2934989929199
8,image (800).JPG,0,22825,2027.5,673.4112491607666
9,image (312).JPG,0,37440,1177.5,839.6610300540924
0,image (80).JPG,0,43776,10324.0,1414.947388768196
1,image (554).JPG,0,26217.0,8373.0,688.6660823822021
2,image (931).JPG,0,35112,664.5,715.3107439279556
3,image (866).JPG,0,21193.0,5795.5,696.9259679317474
4,image (416).JPG,0,37769,1468.5,1314.6803629398346
5,image (943).JPG,0,20532,987.0,822.4234417676926
6,image (679).JPG,0,11570,4534.5,344.3746713399887
7,image (991).JPG,0,46620,6494.0,1553.273289680481
8,image (428).JPG,0,41934,1493.5,1473.047894001007
9,image (147).JPG,0,30996,4893.5,1257.7758158445358
0,image (31).JPG,0,42406,3632.0,1369.4570552110672
1,image (214).JPG,0,154.5,43.0,1426.0357013940811
2,image (541).JPG,0,199.5,17.5,1364.462107539177
3,image (132).JPG,0,44280,2666.5,844.180801153183
4,image (594).JPG,0,128.5,0.5,998.815358042717
5,image (217).JPG,0,180.5,58.0,1457.4326699972153
6,image (938).JPG,0,172.5,109.5,1503.7758158445358
7,image (107).JPG,0,46540,6821.5,1724.0255967378616
8,image (521).JPG,0,25245.0,9519.5,726.8082177639008
9,image (174).JPG,0,24066.5,630.0,773.8792854547501
0,image (512).JPG,0,14327.0,13351.0,728.9503531455994
1,image (810).JPG,0,146.5,0.0,735.5950146913528
2,image (517).JPG,0,41520,3323.0,1065.803165435791
3,image (336).JPG,0,43498,1996.0,977.7615352869034
4,image (586).JPG,0,45135,12716.0,1524.1433469057083
5,image (464).JPG,0,31856,6258.5,833.1513636112213
6,image (286).JPG,0,42364,184.0,1328.437722325325
7,image (359).JPG,0,20107.0,7047.5,891.6366448402405
8,image (265).JPG,0,44032,2145.5,1793.782956123352
9,image (89).JPG,0,15457.5,1999.5,720.9675980806351
0,image (858).JPG,0,21298.0,2505.0,776.6072072982788
1,image (652).JPG,0,35496,10468.5,1442.5453678369522
2,image (873).JPG,0,5976,292.5,478.19090580940247
3,image (249).JPG,0,41118,2059.0,974.6904675960541
4,image (730).JPG,0,32940,3759.0,621.9970356225967
5,image (589).JPG,0,41693,7841.0,1004.3300768136978
6,image (985).JPG,0,145.5,145.5,881.1585038900375
7,image (663).JPG,0,25254,1475.0,776.6660823822021
8,image (539).JPG,0,44640,7948.5,967.1341186761856
9,image (846).JPG,0,34752,4665.0,1156.3544620275497
0,image (6).JPG,0,37284,1883.5,1340.136206626892
1,image (92).JPG,0,40533,6410.0,977.803165435791
2,image (891).JPG,0,42164,8517.0,937.6021549701691
3,image (528).JPG,0,35800,157.0,747.5950146913528
4,image (755).JPG,0,31293,2675.0,689.9381605386734
5,image (620).JPG,0,39424,3474.5,880.4478269815445
6,image (167).JPG,0,43152,799.0,1132.028561115265
7,image (937).JPG,0,17592.5,1439.5,710.5411919355392
8,image (903).JPG,0,102.5,33.5,657.7371500730515
9,image (842).JPG,0,20449.0,12428.5,763.2346239089966
0,image (51).JPG,0,167.0,127.0,1376.8224983215332
1,image (382).JPG,0,41064,1334.5,1323.7098004817963
2,image (739).JPG,0,16731,785.0,901.1757488250732
3,image (487).JPG,0,38430,6498.0,1305.1900293827057
4,image (278).JPG,0,32773.0,140.5,737.068103313446
5,image (661).JPG,0,103.5,2.0,600.4234417676926
6,image (462).JPG,0,37128,4842.0,1297.9108109474182
7,image (378).JPG,0,35200,6731.5,834.2224313020706
8,image (196).JPG,0,45584,2513.5,1561.9351961612701
9,image (109).JPG,0,22352,110.5,685.2518688440323
0,image (505).JPG,0,45360,1343.5,1358.8296386003494
1,image (670).JPG,0,57.0,0.0,568.558436870575
2,image (420).JPG,0,19566.5,452.0,704.8254626989365
3,image (427).JPG,0,29725,2964.0,1149.2417641878128
4,image (276).JPG,0,44460,365.5,1198.0701912641525
5,image (966).JPG,0,38763,2613.0,1390.361602306366
6,image (371).JPG,0,43264,1934.5,1482.6214878559113
7,image (783).JPG,0,30525,1024.5,664.0386657714844
8,image (484).JPG,0,43596,3852.0,1405.6925555467606
9,image (735).JPG,0,21120,3972.0,694.6173119544983
0,image (343).JPG,0,37664,9489.5,1254.4793524742126
1,image (949).JPG,0,41528,2323.5,1342.0184564590454
2,image (297).JPG,0,40936,5821.0,1485.2316595315933
3,image (845).JPG,0,40890,2585.0,1088.2884466648102
4,image (996).JPG,0,43676,2897.5,1476.0428416728973
5,image (913).JPG,0,43610,5856.0,1036.5554724931717
6,image (764).JPG,0,82.0,0.0,389.87214517593384
7,image (819).JPG,0,25575,921.0,743.8376553058624
8,image (62).JPG,0,37422,430.0,1288.6214878559113
9,image (749).JPG,0,43040,2499.5,1061.4600195884705
0,image (657).JPG,0,20209.5,1931.0,701.7371500730515
1,image (206).JPG,0,13680,88.5,633.8305150270462
2,image (94).JPG,0,90.5,2.5,802.6244522333145
3,image (859).JPG,0,40250,8642.5,1340.7636232376099
4,image (731).JPG,0,40150,2803.0,685.979790687561
5,image (998).JPG,0,43688,3216.0,898.7493426799774
6,image (960).JPG,0,41650,596.5,1687.6996958255768
7,image (597).JPG,0,46361,668.5,1450.2783420085907
8,image (886).JPG,0,109.0,14.0,636.5239470005035
9,image (140).JPG,0,175.5,1.0,1394.663118004799
0,image (307).JPG,0,185.0,86.5,1433.8763210773468
1,image (125).JPG,0,30751,4973.0,1210.0529463291168
2,image (494).JPG,0,240.5,170.0,2047.020544409752
3,image (865).JPG,0,44856,17354.5,1390.1189616918564
4,image (468).JPG,0,16710.5,3914.0,671.3107439279556
5,image (453).JPG,0,40140,576.0,1347.2072743177414
6,image (493).JPG,0,31659,4846.5,642.6660823822021
7,image (854).JPG,0,19888.5,7543.0,707.0508583784103
8,image (832).JPG,0,39294,3189.5,1312.236711859703
9,image (100).JPG,0,51.0,0.0,400.27416610717773
0,image (980).JPG,0,6844,1656.0,731.2346239089966
1,image (63).JPG,0,42126,160.0,858.4061968326569
2,image (389).JPG,0,37440,1224.5,1396.3443573713303
3,image (499).JPG,0,187.0,123.5,1340.7636232376099
4,image (441).JPG,0,40775,7427.5,1284.5209826231003
5,image (117).JPG,0,148.5,101.5,1499.1240140199661
6,image (32).JPG,0,47077,8116.5,1117.5849100351334
7,image (258).JPG,0,179.0,48.5,1457.047894001007
8,image (500).JPG,0,36612,432.5,1268.839743256569
9,image (556).JPG,0,38544,2896.5,897.6610300540924
0,image (823).JPG,0,6946,2611.5,340.1076455116272
1,image (255).JPG,0,28027.5,1.0,720.4234417676926
2,image (544).JPG,0,160.0,4.5,1193.7098004817963
3,image (824).JPG,0,37310,1625.0,668.9675980806351
4,image (102).JPG,0,43542,8457.0,868.0630509853363
5,image (546).JPG,0,92.5,72.0,702.6244522333145
6,image (961).JPG,0,41811,6636.0,952.9574934244156
7,image (9).JPG,0,26656,3381.5,912.9675980806351
8,image (38).JPG,0,91.5,12.0,907.5361396074295
9,image (245).JPG,0,16766,224.5,938.790972828865
0,image (191).JPG,0,243.0,44.5,1033.7442903518677
1,image (210).JPG,0,45292,4390.0,1500.4032324552536
2,image (229).JPG,0,32578,1923.0,698.7077125310898
3,image (921).JPG,0,8372,661.5,598.4234417676926
4,image (21).JPG,0,39780,1298.0,1532.1017167568207
5,image (958).JPG,0,38306,1508.5,783.3940042257309
6,image (531).JPG,0,189.0,35.0,1338.9057586193085
7,image (877).JPG,0,42834,1823.0,1372.6042429208755
8,image (896).JPG,0,43152,1884.5,1436.0773315429688
9,image (834).JPG,0,24210.5,1478.5,690.4234417676926
0,image (695).JPG,0,86.0,15.0,669.7543950080872
1,image (306).JPG,0,18792,539.5,617.4112491607666
2,image (465).JPG,0,46361,1663.0,1225.9696860313416
3,image (292).JPG,0,37260,2334.0,999.9869309663773
4,image (368).JPG,0,39338,645.5,1342.562612771988
5,image (280).JPG,0,39375,9628.0,881.9209156036377
6,image (436).JPG,0,41664,8064.0,1467.8346909284592
7,image (892).JPG,0,38133,8113.0,976.2295715808868
8,image (916).JPG,0,44888,8964.0,1354.7047481536865
9,image (186).JPG,0,45645,15008.5,883.2762540578842
0,image (889).JPG,0,35376,1941.0,1278.3788472414017
1,image (644).JPG,0,41707,8182.5,1094.5971026420593
2,image (339).JPG,0,39516,6948.0,1364.9057586193085
3,image (792).JPG,0,9344,529.5,346.29141104221344
4,image (609).JPG,0,40887,2236.0,811.0508583784103
5,image (483).JPG,0,37022,882.0,1023.6437851190567
6,image (184).JPG,0,38664,8850.0,1369.5575604438782
7,image (423).JPG,0,32955,3473.5,1153.7098004817963
8,image (317).JPG,0,37312,14375.0,1504.5869979858398
9,image (29).JPG,0,43676,9186.5,1012.7981131076813
0,image (677).JPG,0,11868,356.5,502.17366087436676
1,image (275).JPG,0,40425,8534.5,1273.9768263101578
2,image (970).JPG,0,44392,1420.5,1450.9890189170837
3,image (925).JPG,0,43365,4815.5,1396.9890189170837
4,image (233).JPG,0,40185,4536.5,683.5117543935776
5,image (287).JPG,0,116.5,0.0,875.8204103708267
6,image (997).JPG,0,41940,217.0,1377.5087900161743
7,image (409).JPG,0,46018,1606.5,1088.8569881916046
8,image (971).JPG,0,46905,4465.5,1684.3271124362946
9,image (569).JPG,0,26166,142.0,828.3056915998459
0,image (44).JPG,0,37107,8461.5,1326.8224983215332
1,image (804).JPG,0,19838,5088.0,601.8965303897858
2,image (322).JPG,0,43621,191.0,1059.2590091228485
3,image (352).JPG,0,131.5,0.0,1036.6732226610184
4,image (374).JPG,0,45612,229.5,1432.4793524742126
5,image (643).JPG,0,43380,6794.5,1450.1534515619278
6,image (969).JPG,0,42700,160.0,1034.9747383594513
7,image (211).JPG,0,115.5,26.0,1623.6092952489853
8,image (489).JPG,0,38270,4077.5,1332.462107539177
9,image (473).JPG,0,23667,2309.5,628.3401814699173
0,image (383).JPG,0,41888,2048.5,1142.0529463291168
1,image (798).JPG,0,22200,2007.5,597.269113779068
2,image (568).JPG,0,45762,6629.0,1501.4915450811386
3,image (851).JPG,0,21085.0,8129.0,704.8082177639008
4,image (161).JPG,0,39780,12460.5,857.3595143556595
5,image (342).JPG,0,36354,7032.5,1312.9230035543442
6,image (713).JPG,0,91.5,0.0,612.4823168516159
7,image (615).JPG,0,91.0,38.0,519.9554054737091
8,image (327).JPG,0,44100,2702.0,1620.5453678369522
9,image (645).JPG,0,39952,8478.0,1107.3838995695114
0,image (148).JPG,0,44604,4862.5,1398.8468835353851
1,image (522).JPG,0,106.5,4.0,798.0214208364487
2,image (682).JPG,0,9372,890.5,323.50461411476135
3,image (456).JPG,0,253.0,0.5,1700.7535185813904
4,image (608).JPG,0,39746,1439.0,1335.2905346155167
5,image (671).JPG,0,11730,633.0,634.1980460882187
6,image (259).JPG,0,173.5,0.0,1475.2905346155167
7,image (75).JPG,0,40179,9316.0,1511.0895241498947
8,image (733).JPG,0,41907,610.5,748.5239470005035
9,image (784).JPG,0,28.5,8.5,380.4924215078354
0,image (605).JPG,0,32852,3576.0,778.6244522333145
1,image (439).JPG,0,29178.0,1351.0,722.0386657714844
2,image (767).JPG,0,98.0,0.0,513.8721451759338
3,image (827).JPG,0,40906,8137.5,1349.474300146103
4,image (7).JPG,0,38675,4287.5,881.5950146913528
5,image (414).JPG,0,40828,2904.5,1401.0895241498947
6,image (738).JPG,0,14790,676.5,450.2325359582901
7,image (188).JPG,0,46458,7572.0,1345.0306490659714
8,image (64).JPG,0,41296,162.0,1351.5676651000977
9,image (685).JPG,0,36575,2864.0,685.7543950080872
0,image (613).JPG,0,22169.0,1623.0,721.8965303897858
1,image (649).JPG,0,114.0,37.0,726.1219260692596
2,image (818).JPG,0,38.0,1.5,329.76449966430664
3,image (636).JPG,0,40482,6848.0,1343.3666546344757
4,image (812).JPG,0,33.5,0.0,454.14927566051483
5,image (835).JPG,0,37980,6002.0,1299.6336804628372
6,image (231).JPG,0,14637,5428.0,661.7543950080872
7,image (753).JPG,0,16320,285.0,534.2325359582901
8,image (431).JPG,0,30098,1050.0,758.2396762371063
9,image (106).JPG,0,40586,768.0,752.8670928478241
0,image (205).JPG,0,234.5,2.5,1437.5991905927658
1,image (763).JPG,0,2740,72.0,301.78174459934235
2,image (976).JPG,0,41811,5912.5,1344.8468835353851
3,image (316).JPG,0,42160,5479.5,1356.0184564590454
4,image (878).JPG,0,24117.0,12110.5,713.1513636112213
5,image (504).JPG,0,77.5,0.0,659.168608546257
6,image (113).JPG,0,40120,1309.0,1284.0945764780045
7,image (270).JPG,0,41236,3360.0,1508.1017167568207
8,image (990).JPG,0,40002,7508.0,1239.449914932251
9,image (234).JPG,0,25034.0,785.0,693.4945094585419
0,image (501).JPG,0,27535.5,36.0,704.9675980806351
1,image (156).JPG,0,29744,628.0,904.004175901413
2,image (983).JPG,0,31893.0,480.5,737.7543950080872
3,image (232).JPG,0,41712,4137.5,754.2396762371063
4,image (570).JPG,0,41825,3354.0,1419.0895241498947
5,image (61).JPG,0,46517,434.0,1485.9768263101578
6,image (543).JPG,0,18734.5,6979.5,774.5067020654678
7,image (198).JPG,0,39294,3957.5,1351.9940712451935
8,image (302).JPG,0,44800,1730.5,1063.4183894395828
9,image (474).JPG,0,38485,336.0,1346.1189616918564
0,image (137).JPG,0,42840,268.0,1421.34940969944
1,image (301).JPG,0,34825,5638.0,1541.0550342798233
2,image (719).JPG,0,16709,1092.5,614.3818116188049
3,image (797).JPG,0,18975,1058.5,694.8254626989365
4,image (333).JPG,0,18232,5701.5,532.8183224201202
5,image (376).JPG,0,345.5,292.5,1077.5849100351334
6,image (403).JPG,0,39500,9788.5,1363.4844048023224
7,image (11).JPG,0,39648,1998.5,1357.7930607795715
8,image (230).JPG,0,44528,678.0,1268.2539567947388
9,image (592).JPG,0,22987,407.0,685.4945094585419
0,image (726).JPG,0,10720,75.0,586.7005722522736
1,image (496).JPG,0,24870.5,27.5,702.7077125310898
2,image (486).JPG,0,197.0,48.5,1475.5331752300262
3,image (305).JPG,0,41220,1827.0,1740.1017167568207
4,image (366).JPG,0,223.5,13.5,1414.5453678369522
5,image (20).JPG,0,37440,5000.0,1432.562612771988
6,image (908).JPG,0,38700,1449.5,1546.3098675012589
7,image (702).JPG,0,49.0,0.0,678.357426404953
8,image (153).JPG,0,11742,328.0,471.3868639469147
9,image (90).JPG,0,26991.5,2765.5,755.1097334623337
0,image (318).JPG,0,13600,581.5,534.8843377828598
1,image (19).JPG,0,75.5,13.5,803.1097334623337
2,image (515).JPG,0,18597.0,9706.5,694.9259679317474
3,image (84).JPG,0,172.5,5.0,1578.947388768196
4,image (576).JPG,0,13566,134.5,482.31579625606537
5,image (252).JPG,0,135.5,1.0,933.5016497373581
6,image (141).JPG,0,27532.0,2.5,1082.004175901413
7,image (686).JPG,0,37881,459.0,735.7787802219391
8,image (614).JPG,0,40710,1576.5,969.3178842067719
9,image (127).JPG,0,40832,335.0,1716.4692478179932
0,image (399).JPG,0,42535,5023.5,1684.9545290470123
1,image (190).JPG,0,46025,2495.0,1687.3565499782562
2,image (861).JPG,0,44450,1075.5,1478.7463783025742
3,image (101).JPG,0,111.0,65.5,911.6366448402405
4,image (752).JPG,0,12648,1494.0,399.20309841632843
5,image (130).JPG,0,164.0,0.0,1282.8813734054565
6,image (126).JPG,0,200.0,0.0,1340.8468835353851
7,image (676).JPG,0,22450.5,2337.5,672.1391710042953
8,image (358).JPG,0,44370,3889.5,1472.0773315429688
9,image (165).JPG,0,750.0,0.5,1453.3321647644043
0,image (182).JPG,0,7220,1258.5,445.88939011096954
1,image (527).JPG,0,149.0,10.0,1096.6559777259827
2,image (159).JPG,0,46814,4027.0,1445.7758158445358
3,image (128).JPG,0,36874,5777.0,951.0579986572266
4,image (189).JPG,0,35931,5708.5,1414.8296386003494
5,image (881).JPG,0,46260,449.0,1404.6042429208755
6,image (451).JPG,0,47340,4841.0,1538.2438521385193
7,image (293).JPG,0,36673,1638.5,1031.6437851190567
8,image (432).JPG,0,17574,295.5,690.1391710042953
9,image (601).JPG,0,21960,3832.0,714.7665876150131
0,image (847).JPG,0,121.5,0.5,1019.3595143556595
1,image (458).JPG,0,107.5,1.5,583.1097334623337
2,image (789).JPG,0,21840,4502.0,711.2518688440323
3,image (393).JPG,0,43076,7590.5,1386.7636232376099
4,image (12).JPG,0,34672,3348.0,1534.6530133485794
5,image (920).JPG,0,35875,898.5,732.7665876150131
6,image (687).JPG,0,118.0,2.5,648.4650719165802
7,image (482).JPG,0,28347.0,786.0,733.068103313446
8,image (340).JPG,0,91.5,67.0,677.4528793096542
9,image (944).JPG,0,43542,6143.5,1568.5453678369522
0,image (72).JPG,0,29888.5,94.0,699.4528793096542
1,image (135).JPG,0,42303,1649.5,1405.3910398483276
2,image (510).JPG,0,42978,7318.0,1374.160591840744
3,image (15).JPG,0,40096,5385.5,1337.5748053789139
4,image (168).JPG,0,18816,1546.5,695.6955199241638
5,image (906).JPG,0,41630,1140.0,1054.3717069625854
6,image (864).JPG,0,143.5,0.0,857.2518688440323
7,image (282).JPG,0,39044,2384.0,1710.3788472414017
8,image (701).JPG,0,95.0,70.0,419.8132700920105
9,image (74).JPG,0,119.5,0.0,773.4772645235062
0,image (253).JPG,0,178.0,51.0,1584.0184564590454
1,image (429).JPG,0,46551,1893.0,1465.5920503139496
2,image (129).JPG,0,38896,3812.0,1282.6042429208755
3,image (321).JPG,0,16885.0,4785.5,672.4406867027283
4,image (37).JPG,0,6319,393.0,566.357426404953
5,image (365).JPG,0,25654.5,3492.5,1096.0701912641525
6,image (99).JPG,0,13510,737.5,655.6538897752762
7,image (133).JPG,0,30967,3882.0,805.0508583784103
8,image (860).JPG,0,23726.0,110.5,750.9259679317474
9,image (703).JPG,0,132.5,13.0,695.6782749891281
0,image (833).JPG,0,43542,350.5,1424.8224983215332
1,image (867).JPG,0,43497,1073.0,755.9381605386734
2,image (347).JPG,0,26671,5215.5,619.168608546257
3,image (372).JPG,0,43802,1166.5,1079.827550649643
